Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6,Distance7,Beta7,Phi7,Fermi_contact7,Distance8,Beta8,Phi8,Fermi_contact8,Distance9,Beta9,Phi9,Fermi_contact9,Distance10,Beta10,Phi10,Fermi_contact10,Distance11,Beta11,Phi11,Fermi_contact11,Distance12,Beta12,Phi12,Fermi_contact12
7.8044,0.3713,-3.031,0.00031,5.3442,0.38512,-2.9568,0.04092,6.2674,-0.79452,1.8669,0.02227,8.1375,-0.60108,1.6825,0.01305,6.8103,0.86,-2.1733,0.00021,5.7723,0.60915,-1.7852,0.0011,4.1363,0.069314,-0.92944,-0.05155,4.4821,-0.53051,-1.004,0.02415,4.7507,-1.4572,-3.1224,0.02337,5.4107,-1.2018,0.13001,0.02798,3.725,-0.1511,-2.2185,-0.0454,6.116,-0.13831,-2.06,-0.00494
6.0761,-0.74468,2.0326,0.0199,7.9629,-0.65539,1.7079,0.00982,7.238,0.2347,2.5587,-0.00079,6.5169,-0.096489,2.4679,-0.05917,3.5985,0.45748,-1.0781,1.0493,3.7459,-0.24835,-1.15,-0.02495,3.934,-1.1696,-1.9706,0.16615,5.2697,-1.4629,0.4692,-0.00784,5.8287,1.1915,-0.28461,0.0195,7.3704,1.4565,-1.1087,-0.0019,3.7439,0.22394,-2.118,0.28597,6.0249,0.32816,-2.3521,0.01257
6.0598,-0.81672,1.8819,-0.00021,7.7473,-0.67733,1.5914,0.00436,6.6126,0.64047,-0.13157,-0.00172,5.776,0.3498,0.18482,0.05769,3.9734,0.87012,-0.89028,0.35382,3.9561,0.2088,-1.0397,-0.01675,3.0543,-1.1505,-1.3311,2.8954,4.2516,-1.3472,1.2036,1.0808,5.5014,1.2886,1.188,-0.00308,6.9913,1.4994,-1.0084,0.00332,3.4612,0.24717,-2.3637,-0.148,5.9367,0.25446,-2.4627,-0.00275
6.5163,-0.75632,1.9309,0.01408,8.2609,-0.63816,1.6394,-1e-05,3.6502,0.65143,-0.92904,0.40244,4.4303,0.069632,-0.8335,-0.00671,4.0189,-1.1682,-0.82364,-0.11539,5.0382,-1.3776,1.3167,0.11413,5.8058,-0.21877,0.072158,0.1651,7.3139,0.036501,0.26528,-0.00142,4.9967,1.3911,1.9314,-0.00924,6.7348,1.4086,-0.37909,0.00097,3.3607,0.062922,-2.1749,-0.19735,5.8476,0.02995,-2.0546,-0.01919
6.485,-0.71107,2.039,0.01391,7.9428,-0.58598,1.7063,-0.0014,3.7965,0.50307,-0.76207,0.47225,3.6776,-0.16073,-0.81587,-0.04246,3.8739,-1.1752,-1.8185,0.33382,5.0548,-1.4395,1.949,0.02337,6.4219,-0.2848,0.10367,0.00832,6.8142,-0.027732,0.37911,-0.02671,5.1569,1.519,1.7445,-0.01196,6.8406,1.2982,-0.43775,-0.00026,3.7516,0.26052,-1.9243,-0.02617,5.9197,0.012313,-2.0355,-0.00783
6.9799,-0.18052,-2.9743,-0.00179,5.6003,0.053402,3.055,-0.00675,3.6449,0.56212,-1.049,1.0137,3.7859,-0.14849,-1.1441,-0.0418,3.9202,-0.93976,-1.9945,0.41642,4.9497,-1.3968,-2.906,-0.00941,5.5833,-0.33234,-0.099431,0.07654,6.6499,0.022721,0.073304,-0.0028,5.3651,1.3699,2.9646,0.01794,6.2631,1.3289,-0.93687,0.00473,4.5655,0.40494,-2.1079,0.00554,6.106,0.03615,-2.2744,0.00148
3.6368,0.44134,-0.91009,0.34119,3.5905,-0.17995,-1.2856,0.16142,4.4702,-0.80835,-2.135,0.04389,4.7868,-1.1359,-3.0064,-0.02708,5.7953,-0.72911,-0.047818,0.01878,5.7576,-0.28167,-0.09105,0.02579,5.6031,1.4958,-3.0494,-0.00221,5.3337,1.1582,-0.66226,-3e-05,6.55,0.8879,0.71164,-0.02962,7.9049,0.6731,0.41676,0.10213,3.7754,0.1805,-2.2505,-0.07889,6.1556,0.17455,-2.4354,-0.0077
5.9944,-0.48038,0.79372,-0.03109,7.8606,-0.66688,0.61148,-0.00119,6.2002,-0.7681,2.039,0.01458,8.1311,-0.6066,1.8498,-0.00338,5.6182,-0.039612,-3.0148,0.01681,6.7536,0.30356,-3.1107,-0.00149,4.9174,0.76562,-0.77318,0.01121,3.9412,0.24841,-0.94136,-0.02413,3.3702,-0.60265,-1.6722,1.4067,4.7969,-1.1316,-1.766,-0.02111,4.0413,0.27102,-2.3533,-0.02219,5.6684,0.64439,-2.1719,-0.00558
6.7816,0.95037,-2.7463,0.00071,6.1486,1.2142,-2.1666,-0.00015,5.9506,-0.75137,1.8322,0.07457,8.2907,-0.58533,1.7803,0.00281,5.176,0.47766,-0.67801,0.00403,4.1613,-0.019942,-0.64225,-0.09774,3.6466,-0.94174,-1.4412,0.32284,5.5347,-1.3095,-1.6556,0.00059,6.5134,-1.1813,1.169,-0.00083,7.7581,-1.1353,0.32303,0.00598,3.4889,0.29677,-1.9248,0.05533,5.2161,0.66127,-1.6361,0.00372
6.9573,0.73783,2.5275,0.08827,6.1169,1.0316,2.1335,0.03319,5.8512,0.97626,-2.6749,-0.00141,6.5542,1.3661,-2.449,-8e-05,7.2201,0.030232,-3.1009,-0.00312,4.957,0.18485,-2.98,0.0098,4.9604,0.42497,-0.7433,0.0068,4.5969,-0.094235,-0.89391,-0.01513,3.2689,-1.1695,-1.3673,0.77751,5.5649,-1.3605,-1.9655,0.07169,4.8637,0.093868,-1.8127,-0.0001,5.7946,0.52847,-1.8136,0.00074
7.2658,0.8024,2.7504,0.02567,5.9132,1.0934,2.5113,0.08227,5.4476,0.92875,-2.4239,0.00022,7.4686,1.1633,-2.2456,-5e-05,7.8328,0.15547,-3.1374,0.00111,5.4805,0.22206,-2.9958,-0.00571,4.3681,0.15537,-0.79296,0.00359,3.8896,-0.34629,-1.1841,0.087,3.6231,-1.3102,-1.7948,0.34325,6.1169,-1.263,-2.2544,0.06862,4.5447,0.016644,-1.9932,-0.0167,6.6405,0.22243,-2.1518,-0.00399
7.3071,0.83206,2.4743,0.0169,6.3713,1.1532,2.2622,0.01768,7.7521,-0.2357,-2.9582,-4e-05,5.7524,-0.34394,-2.7461,0.00654,7.9203,0.2103,3.1114,0.0065,5.5193,0.23072,3.0399,0.02593,3.5938,0.12702,-0.69297,-0.25098,4.0598,-0.42556,-1.0419,0.15634,3.8127,-1.3623,-2.1865,-0.25568,6.2706,-1.2364,-2.1718,-0.01973,3.7452,0.028655,-1.992,-0.09435,6.1966,0.0060229,-2.1434,-0.0082
7.7891,0.65723,2.4021,0.02232,6.0816,0.9236,2.5287,0.35902,7.4324,-0.48258,-2.8222,-2e-05,5.0747,-0.61264,-2.6608,0.00288,6.502,0.49587,1.1,-0.02798,7.9137,0.4084,1.4196,-0.00148,4.2157,0.52339,-0.67535,0.1201,4.435,-0.035824,-0.60632,-0.02167,4.3577,-1.1351,-1.2479,0.02928,6.2911,-0.86141,-1.4367,0.02144,3.0027,0.19617,-2.119,-0.29874,5.2593,-0.093697,-2.0097,0.02301
6.9086,-0.27929,-2.608,0.00035,4.9738,-0.50071,-2.4648,0.00222,6.5282,0.39816,1.0972,-0.04976,7.5804,0.35109,1.4381,0.00082,5.59,-0.91762,1.4033,0.12429,7.614,-0.69027,1.3462,0.03037,4.7443,0.72982,-0.43238,0.01943,4.4147,0.17179,-0.39637,-0.00101,3.2677,-0.87083,-1.2968,1.9452,5.665,-0.63374,-1.3815,0.18234,3.7001,0.34078,-2.2208,0.19091,5.589,0.38041,-1.8301,0.00416
6.2131,-0.82246,1.4295,0.05622,8.2382,-0.6336,1.5071,0.0086,7.1954,0.13303,-3.0619,-0.00558,5.0548,0.29809,-2.9367,-0.00531,5.2821,0.32181,-0.49332,0.00397,5.8036,-0.13525,-0.37068,0.0049,3.7634,-0.91107,-1.203,0.53757,6.0289,-0.96145,-1.6052,0.01752,5.6522,0.90892,0.22717,0.27938,7.8547,0.74432,0.084178,0.00274,3.2674,0.021222,-1.9259,-0.34121,5.2081,0.34112,-1.6976,-0.01142
7.6016,-0.19421,-2.4087,5e-05,5.5234,-0.22606,-2.6209,0.00216,6.0412,-0.90053,1.558,0.0458,8.0014,-0.65899,1.5689,0.00691,6.9922,0.28064,-2.9065,0.00415,5.0475,0.52667,-2.8291,-0.01337,5.0833,0.36432,-0.40593,0.00102,5.6182,-0.077071,-0.4695,0.00095,4.3171,-0.86061,-0.9363,0.05781,4.8246,-0.7638,-1.7661,0.03128,4.1684,0.048529,-1.7832,-0.01344,5.2114,0.43504,-1.4466,0.00501
8.738,0.16391,0.63791,-0.0084,6.1948,0.11923,0.62689,-0.08959,6.7237,-0.85278,1.5867,0.00733,8.3415,-0.59262,1.6023,0.00397,6.9396,-0.64479,2.3417,-0.0057,8.5175,-0.39744,2.4333,-0.00032,4.9012,0.39519,-0.25929,-0.00247,5.2103,-0.065679,-0.44348,-0.00205,3.7871,-0.90248,-0.64634,-0.08661,4.3985,-0.96464,-1.6839,0.01704,4.547,0.050938,-1.7474,-0.01922,4.9203,0.28459,-1.2522,-7e-05
6.6315,-0.52517,0.91302,0.00064,8.8516,-0.59687,0.74027,0.00025,6.0386,-0.94429,1.626,0.01933,7.8965,-0.70067,1.666,0.01977,7.9324,0.42174,-2.99,0.00407,6.4148,0.70071,-3.1127,0.02543,6.2671,0.36168,-0.0022202,0.00363,5.1564,0.11009,-0.35224,-0.00486,3.474,-0.69015,-0.97347,0.25929,3.7018,-0.65663,-1.9371,0.06782,4.1591,0.33327,-1.6663,0.07508,4.0825,0.69353,-1.0721,0.42373
5.8574,-0.82844,1.4597,0.10865,8.0312,-0.71474,1.7022,0.01162,7.3164,0.51432,-2.8262,0.00619,5.3236,0.64405,-3.0502,0.0569,6.3571,-0.83133,2.3788,0.027,6.8355,-0.4771,2.3347,-0.0064,7.0727,0.41239,0.090033,0.00036,5.5721,0.16852,-0.144,4e-05,3.1801,-0.81724,-0.89094,1.0761,4.2208,-0.83132,-1.8358,0.0388,3.9287,0.39737,-1.4522,0.06487,3.9837,0.83904,-0.82422,0.09172
5.5118,-0.21487,-0.68222,-0.0006,7.1471,-0.24282,-0.35448,0.00016,7.4086,0.37845,-2.7968,0.00099,4.9388,0.39997,-2.7007,-2e-05,5.9584,-0.77472,2.1802,0.0092,6.8696,-0.40464,2.2645,-0.01791,6.318,0.47624,0.19212,0.0661,5.5815,0.36542,-0.22836,0.00895,3.8952,-1.1538,-0.82716,-0.09979,5.3977,-0.99969,-1.7634,-0.00409,3.743,0.28597,-1.5984,-0.08543,3.2004,1.0272,-1.5466,2.7058
8.2055,-0.43711,-2.8589,0.00017,5.8956,-0.58113,-2.8279,0.00615,4.0252,-0.32011,-0.81078,0.01061,6.0175,-0.32028,-0.46913,0.00035,6.9515,-0.68375,1.7897,0.00523,7.4889,-0.3503,1.8965,-0.00603,5.2243,0.69143,-0.075283,0.13785,5.2662,0.49034,-0.60245,-0.00183,3.5683,-1.4045,-2.3348,-0.8626,5.8715,-1.1671,-1.9627,-0.06117,3.3704,0.043077,-1.7847,-0.31852,3.8508,0.70842,-1.9547,0.55861
7.698,-0.42877,-2.8735,0.00038,5.4292,-0.42425,-2.6481,0.00733,3.9605,-0.52215,-0.63163,-0.05231,5.88,-0.18294,-0.51359,0.00107,5.6347,0.79192,-0.24201,0.00146,5.1816,0.43737,-0.60781,-0.00657,4.1715,-1.1619,-2.5612,0.006,5.9724,-1.1257,-1.6949,-0.00789,7.3652,1.0465,1.4335,0.01943,5.872,1.3056,1.8937,0.02682,4.2628,0.018925,-1.9366,-0.01944,3.7107,0.62122,-2.1645,0.29312
6.7475,-0.17921,-2.7839,0.00061,4.9591,0.0067983,-2.5593,-0.00063,4.2558,-0.58323,-0.82247,0.00813,5.6608,-0.2928,-0.48659,0.00059,5.9879,-0.6667,0.2307,0.03719,7.9456,-0.5799,0.48267,0.00077,3.7173,-1.0393,-2.2531,0.17196,6.0784,-0.99341,-1.899,0.01389,7.519,0.97325,1.2171,0.00447,5.8768,1.2471,1.4323,0.0145,4.6551,0.31421,-1.7154,-0.00851,3.3699,0.73791,-2.1372,0.9587
6.3537,-0.020581,-2.836,0.00203,5.2285,0.1902,-2.5096,0.00319,3.977,-0.2685,-0.9237,-0.09458,5.6706,-0.2012,-0.52522,0.00019,5.9934,-0.81318,1.7226,0.04272,8.1521,-0.6488,1.7039,0.00157,3.0821,-1.1279,-2.0869,1.1,5.0082,-0.75077,-1.8307,-0.01431,7.7251,-1.4209,-0.98553,0.00212,5.9045,-1.3613,0.85877,0.02458,4.1372,0.59219,-1.6954,0.19724,4.2258,1.1728,-1.9912,0.30687
5.7745,-0.16782,-2.8647,0.01627,5.5082,-0.076192,-2.4188,-0.00017,4.5439,-0.14524,-1.0791,-0.00759,6.2606,-0.076233,-0.72417,-0.00038,6.3388,-0.83914,1.3071,0.02195,8.2047,-0.62998,1.4779,0.00987,3.5037,-1.0487,-1.5138,0.03205,5.873,-0.86118,-1.6958,-0.00396,8.1717,-1.234,0.081479,0.00362,5.9995,-1.1111,0.3569,0.03442,3.4708,0.40121,-1.7925,0.13736,4.0001,0.81831,-2.4498,-0.01029
5.8287,-0.31503,2.9959,0.10505,5.5168,-0.7628,3.0674,0.00851,4.6167,-0.18562,-2.5047,-0.01532,5.4031,-0.062182,-2.0438,-0.00045,6.156,-0.73889,1.2641,-0.00341,7.9809,-0.60409,1.5258,0.006,3.6011,-0.79561,-1.0568,0.25286,5.8455,-0.73492,-1.3934,0.01076,7.7107,-1.0722,0.057468,0.00036,5.2827,-1.0099,0.22718,0.00991,4.1187,0.42371,-1.3241,0.05911,3.526,0.77192,-2.0324,1.6999
4.628,-0.61232,-2.3552,0.01213,6.3265,-0.38259,-2.0615,-0.00078,6.1304,0.71348,-0.29213,0.00043,4.1833,0.82679,-0.67761,0.04128,4.4627,-0.85713,-0.98633,0.01581,6.7636,-0.90673,-1.269,-0.00026,6.5435,1.043,2.3202,0.05159,6.8155,1.3732,2.8682,0.00068,8.211,-0.99807,0.3078,0.00048,5.7407,-0.92881,0.43148,0.01441,3.8356,0.0033501,-1.3495,-0.07906,3.9069,0.34795,-1.9275,-0.01892
4.7112,-0.53963,-2.6066,-0.00828,6.4762,-0.52171,-2.217,-0.00022,6.4348,-0.38677,0.90402,-0.01681,8.6913,-0.37389,1.1035,-0.00457,4.03,-0.9654,-1.043,0.08881,6.4348,-0.9491,-1.3253,0.00448,5.5976,0.24613,-0.11863,-0.00145,7.3229,0.48375,-0.24005,-0.00019,7.521,-1.0254,0.25801,0.00378,5.3607,-0.89768,0.52269,0.04596,4.2427,-0.099364,-1.48,-0.00863,3.8514,0.20207,-2.0209,0.04552
5.7761,-0.74472,-3.0378,0.05499,6.5967,-0.88284,-2.4972,0.00122,7.5966,0.65547,1.3352,0.00174,6.2226,0.91721,1.4589,-0.00256,5.2332,0.98036,-0.95897,-0.00338,5.3531,0.63695,-1.4862,0.00142,4.3116,-1.3211,-1.1981,-0.05116,6.6363,-1.1397,-1.3567,-0.00484,4.5946,0.10156,-0.23626,-0.00288,6.3825,0.35517,-0.46207,0.00222,4.4559,-0.32534,-1.5501,0.01679,3.7966,-0.08244,-2.1157,-0.00285
5.1855,-0.83902,-2.9805,0.01926,6.2196,-0.95707,-2.3418,0.00128,4.8852,1.4618,-1.77,0.01735,6.1543,1.0644,-2.053,-0.00077,3.1827,-1.2439,-0.95303,0.46212,5.2459,-0.89027,-1.2245,-0.0418,4.6229,0.34653,-0.39233,-0.01231,6.923,0.54375,-0.43268,0.00028,6.7254,0.62216,2.8454,0.12171,9.0595,0.69874,2.964,0.01276,3.6337,0.16866,-1.6029,0.0902,4.1074,0.20774,-2.2865,0.09758
6.0899,-0.97484,-2.8727,0.00678,7.378,-0.99777,-2.2838,0.00064,8.4847,0.87226,0.10749,0.01319,6.3625,1.0425,0.12981,0.01374,4.0889,1.2432,-2.2829,0.265,5.9762,0.9756,-1.8741,0.04212,4.1533,-1.3274,-0.82237,-0.03855,5.7688,-0.93449,-0.90837,-0.00236,4.5793,0.28575,-0.51879,-0.01012,6.972,0.42365,-0.52578,-0.00101,3.8981,0.18178,-1.6238,0.02007,4.1198,0.094861,-2.2785,-0.03056
8.2285,0.65317,0.026225,0.03385,6.0449,0.83372,0.084303,0.1519,8.2021,-0.48237,-0.23183,4e-05,5.833,-0.42226,-0.38808,0.01204,4.3177,1.504,-1.7965,-0.03938,5.632,1.0537,-1.5941,-0.00384,3.4549,-1.2982,-1.3108,-0.05321,5.7675,-1.0403,-1.2196,-0.00884,4.6698,0.30671,-0.36166,-0.01686,6.8965,0.41391,-0.5794,-0.00165,3.9801,0.30618,-1.7668,0.0762,3.5959,0.4166,-2.4547,0.25188
5.2473,-0.62165,-2.9106,0.08247,7.3608,-0.60002,-2.6368,0.00638,7.8578,-0.6682,-0.17306,9e-05,5.6292,-0.66998,-0.37514,0.01998,4.0589,1.2521,-0.28973,0.03608,5.2952,1.007,-1.3375,-0.00681,3.6979,-1.4926,-2.3836,-0.18765,5.3044,-1.0926,-1.6864,0.04266,4.8718,0.16412,-0.29707,-0.00936,7.2558,0.1272,-0.41381,-0.00135,3.9562,0.10189,-1.489,-0.01833,3.5176,0.46688,-2.1099,-0.00488
4.6465,-0.34946,-2.5653,0.00781,6.8769,-0.26908,-2.3735,0.00084,7.0747,-0.62161,-0.34098,0.0001,5.2419,-0.35471,-0.47063,0.01708,5.5662,1.4287,-0.47059,0.0168,6.652,1.0962,-1.245,-0.00157,3.3576,-1.1567,-1.8015,1.0086,4.6225,-0.61399,-1.4683,-0.00716,4.8135,0.35265,-0.28075,0.00549,7.3313,0.32651,-0.36844,0.00169,3.7437,0.18477,-1.4677,-0.02779,3.798,0.58206,-2.0565,0.64425
4.9502,-0.33331,-2.7223,0.02635,7.2735,-0.21091,-2.6189,0.00291,7.262,-0.68674,-0.55719,-0.00026,5.4338,-0.41425,-0.57919,0.0026,5.0379,1.4653,-2.1446,-0.00715,6.6273,1.1546,-1.4502,0.00226,3.7797,-1.0829,-1.9716,0.30584,5.4443,-0.65188,-1.8148,0.00249,5.1324,0.51059,-0.4857,-0.00254,7.3256,0.33134,-0.50243,-9e-05,4.1265,0.31098,-1.7407,-0.0228,3.4576,0.60856,-2.4308,1.0694
5.0745,-0.15151,-2.8371,0.04748,7.2396,0.029466,-2.713,0.00641,7.4671,-0.62142,-0.7539,-0.00048,5.4614,-0.42776,-0.59229,7e-05,5.9511,-0.80722,1.2056,0.02436,7.7224,-0.57181,1.3341,0.00761,5.508,1.5219,-0.84011,0.01096,6.9946,1.2108,-1.347,-0.00193,3.5118,-1.0244,-2.1768,1.1294,4.491,-0.49846,-1.8002,-0.01278,4.5234,0.39172,-1.9019,0.04447,4.1327,0.75363,-2.4598,0.28387
5.6013,-0.14372,-2.7965,0.02071,7.9475,0.0036534,-2.8533,0.00153,7.5899,-0.67821,-0.67883,-0.00025,5.4312,-0.65039,-0.40239,0.00667,4.7795,1.4192,-0.59595,-0.02475,6.7672,1.1817,-1.4048,-0.00435,3.9597,-1.2695,-2.1809,-0.08088,3.9259,-0.65847,-1.8446,0.11823,5.2866,0.41184,-0.95791,-0.00057,6.8825,0.30528,-0.64628,-4e-05,4.0734,0.28594,-1.7227,0.12855,4.562,0.47576,-2.3068,0.02471
6.6754,-0.72578,-0.7084,0.00323,5.2667,-0.78854,-0.21707,0.03971,6.4562,-0.69084,1.3328,0.0051,8.2342,-0.47534,1.4273,0.00542,4.3364,1.382,-1.5777,0.02142,6.4709,1.1557,-1.1778,0.01283,4.1461,-1.481,2.7189,-0.10643,4.2271,-0.96001,-1.945,0.10669,5.1492,0.19722,-1.1701,0.00219,6.8671,0.1302,-0.85191,5e-05,3.5903,0.093926,-1.9337,-0.09808,5.5348,0.24746,-2.2826,-0.00211
6.2407,0.60472,1.2583,0.0179,8.1559,0.79662,1.0553,-0.00457,6.4261,-0.78059,1.2588,0.00919,8.0591,-0.52572,1.4068,0.00906,3.657,1.2961,-1.9049,0.56165,5.5586,1.1324,-0.86769,0.0051,3.8953,-1.4453,-1.4963,-0.25364,4.6331,-0.884,-1.7416,0.02155,4.2904,0.0028955,-1.1427,-0.0162,6.2211,0.19285,-0.84133,-0.0001,3.1812,0.17535,-2.2304,-0.37312,5.6664,0.19894,-2.3662,-0.03142
6.161,0.44458,0.13174,0.18795,7.7614,0.3326,0.42529,0.00877,6.079,-0.7907,1.1678,0.01305,8.0763,-0.56308,1.2561,0.00515,3.9737,1.3346,-1.0171,0.16081,5.4343,0.92746,-0.92936,0.00477,3.3643,-1.1092,-0.91095,1.1803,4.4267,-0.74571,-1.7472,0.01704,4.3879,0.079061,-1.1661,-0.00745,6.2603,0.22485,-0.87137,-0.00017,3.3511,0.24214,-2.0491,-0.27252,5.5445,0.17165,-2.3407,-0.03575
5.6749,-0.078539,3.0503,-0.00422,7.2611,0.10145,-2.9828,0.00139,6.1709,0.65055,1.1601,-0.02904,7.8118,0.66724,0.83463,0.01242,4.5833,1.4341,-1.1374,-0.02658,4.861,0.90257,-0.6415,-0.01147,3.7318,-1.1146,-2.0285,0.07356,5.0406,-0.59141,-1.9112,0.00249,4.6968,0.21854,-1.252,-0.00392,6.7655,0.18881,-1.0042,-0.00028,3.7942,0.44852,-2.2172,0.25687,5.8404,0.18812,-2.4113,0.02654
6.0306,0.23165,0.043766,0.02393,7.1175,0.37651,0.38644,0.02854,6.2002,0.76594,1.3386,-2e-05,7.5191,0.86155,0.8877,-0.00115,6.2968,-0.84548,1.3572,0.00135,8.0736,-0.62649,1.5454,0.01029,3.8127,1.3651,-1.4473,0.89116,4.7521,0.93917,-0.42154,0.00419,3.6462,-0.89886,-2.3216,0.24239,4.4753,-0.47126,-1.7881,0.00455,4.6262,0.59128,-2.4073,-0.01182,5.9423,0.27134,-2.097,-0.00121
5.5339,-0.076587,-3.0539,0.02751,7.2402,-0.024792,-2.7529,0.00219,5.8547,0.31593,0.29792,0.04557,7.0508,0.52373,0.59423,0.06225,5.6024,-0.89718,1.5012,0.18073,7.8234,-0.7246,1.5725,0.0293,4.8348,1.4675,-1.8948,-0.0248,5.6053,1.1044,-0.35627,0.03281,3.2153,-0.69634,-2.0476,0.71161,4.4278,-0.32904,-1.5195,0.00393,3.8456,0.55534,-2.265,0.43388,6.2786,0.38611,-2.2173,0.04403
5.6317,-0.15802,-3.0555,0.02606,7.6298,-0.047346,-2.8307,0.00408,6.4186,0.39814,0.1983,0.07577,6.7628,0.64747,0.53158,0.05947,5.8345,-0.86517,1.7711,0.09362,7.9171,-0.69665,1.5832,0.00737,4.4886,1.4142,2.8463,-0.03721,5.3966,1.2318,-0.39152,-0.0006,3.5162,-0.9516,-2.1258,1.2313,4.5464,-0.44621,-1.642,-0.00162,3.6463,0.40232,-2.0712,-0.02383,5.8031,0.42828,-2.3487,-0.01359
5.7599,-0.02382,-3.0887,0.00525,7.1911,0.17688,-2.8452,0.00284,5.8171,0.41135,0.23373,0.00072,6.8563,0.66624,0.5564,0.20589,5.1356,-0.85856,1.6031,0.36677,7.5385,-0.7821,1.4351,0.03637,5.1103,1.4451,0.66661,-0.01851,6.3556,1.1172,-0.23221,0.00013,3.2265,-0.71244,-1.7242,0.34819,4.7534,-0.20066,-1.7179,-0.01428,4.4537,0.65797,-2.0192,0.10887,6.33,0.64157,-2.4157,0.02224
5.739,-0.69507,2.6516,0.08115,7.0561,-0.44343,2.8978,0.00337,5.6811,0.12399,-3.0778,-0.0021,7.0136,0.37338,-2.8338,5e-05,6.3907,0.27191,0.32349,0.05344,7.3106,0.53693,0.57752,0.05042,4.8949,-0.95325,1.5483,0.50937,7.2382,-0.80355,1.5698,0.06441,4.0603,-0.71171,-1.5782,0.28451,4.1814,-0.11046,-1.6524,-0.02788,3.9053,0.98803,-1.9123,0.72638,6.1888,0.85381,-2.2419,0.05132
5.3967,0.39408,3.0957,0.05071,7.005,0.54591,-2.8402,-0.00128,7.6329,1.0191,2.3415,0.01179,5.6145,1.0965,2.8005,0.02787,5.3545,-0.89543,1.8365,0.16525,7.7125,-0.76058,1.7745,0.03227,6.0918,0.79903,0.14039,0.29195,7.2401,0.68451,-0.29459,0.02799,3.981,-0.84884,-1.3681,0.42415,3.7506,-0.20375,-1.4062,0.00752,2.9931,0.9651,-1.5322,2.917,5.4709,1.0779,-1.6109,0.26769
5.3529,0.28093,-2.9729,0.00166,7.1686,0.52889,-2.8413,-0.00035,5.4971,-0.94083,1.5887,0.12869,7.693,-0.75117,1.6764,0.0176,6.5209,0.37707,2.3185,-0.06221,7.4691,0.37857,2.686,-0.00687,6.1229,0.79072,0.037274,0.1433,7.3239,0.66293,-0.37907,0.00766,5.6226,-0.75057,-1.0992,-0.00369,3.8329,-0.35231,-1.0339,0.01806,4.1117,0.66756,-1.6158,0.37401,5.1598,1.1529,-1.4927,0.01096
5.0638,1.242,2.1689,-0.02052,7.3499,1.16,2.5991,0.00367,5.5981,-0.893,1.754,0.3312,7.9402,-0.76983,1.6416,0.03426,5.4881,0.85097,-0.012689,0.16494,6.5695,0.56041,-0.33757,0.00058,6.1074,-0.80027,-1.1301,0.03357,3.698,-0.61094,-1.1218,0.34205,3.984,0.63578,-1.8079,0.10988,5.6239,1.0495,-1.8684,1e-05,5.1136,-1.1035,-2.8502,0.00822,5.4889,-0.6346,-2.5476,-0.00182
6.284,-0.57082,2.6639,0.00963,6.7315,-0.40713,3.0728,0.00387,6.1848,1.1285,1.9332,0.06901,8.2133,1.0284,2.3764,0.01667,4.3269,-1.0841,1.362,0.02086,6.6215,-0.91043,1.5446,0.03061,4.8417,-0.50739,-0.89035,-0.00468,3.6185,-0.16657,-1.3259,-0.08658,3.7383,1.1915,-1.7825,0.08392,5.9638,1.1766,-2.4174,0.02719,4.6791,-1.0755,-2.5604,0.02435,5.303,-0.69942,-2.0304,0.00107
5.8851,1.3559,1.8745,0.02135,7.1373,1.1281,2.7845,0.00727,5.005,-0.93958,1.4892,0.67824,7.44,-0.84343,1.5625,0.09219,6.3189,0.2991,-2.1541,-0.00044,4.5092,-0.013463,-2.0205,-0.00571,4.8883,-0.55805,-0.66678,-0.00433,3.4564,-0.51148,-1.238,0.18651,7.8602,-0.57584,0.36469,0.00216,5.8529,-0.59568,0.07451,0.06721,3.7308,0.9545,-1.8739,1.173,5.9237,0.90651,-2.3308,0.12032
5.033,1.1734,2.5914,0.16397,6.1235,0.86206,3.0671,0.02486,6.2664,-0.79599,1.1426,0.01191,8.3498,-0.67627,1.3774,0.0018,6.7373,-0.14469,-2.2017,0.00102,4.5189,-0.37829,-2.1733,0.0146,5.9529,-0.58912,-0.58268,-0.00365,3.7622,-0.43373,-0.83699,0.07714,3.5009,0.68189,-2.1048,0.50332,5.5668,0.51446,-2.4607,0.08642,4.8792,-1.3922,-3.1101,-0.01029,5.9578,-1.0749,-1.9505,-0.00128
6.4161,0.65204,1.8245,-0.00441,7.7449,0.62771,1.4324,0.00262,6.0568,-0.83245,1.2226,0.02091,8.0983,-0.65954,1.4331,-0.00129,7.2077,-0.11869,-2.3177,-0.00049,5.1747,-0.30927,-2.449,-0.00371,5.6168,-0.63931,-0.66506,0.02157,3.3053,-0.59138,-0.95825,0.40133,4.2869,0.48139,-2.0833,0.09505,6.3536,0.42376,-2.4115,0.01813,3.7356,-1.3035,-2.7753,-0.41063,5.8243,-1.076,-2.2342,-0.03246
